"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.891129432E0,3.800196648E0,9.704896927E0,8.702923059E-1
3.893131307E0,3.881599426E0,9.858125687E0,9.373299479E-1
3.895133182E0,3.939060450E0,1.001614285E1,1.018732786E0
3.897135057E0,3.986944437E0,1.023162079E1,1.133654475E0
3.899136932E0,4.207211018E0,1.035611916E1,1.243787766E0
3.901138807E0,4.432265759E0,1.052371311E1,1.392228246E0
3.903140682E0,4.528033733E0,1.087326717E1,1.531091928E0
3.905142557E0,4.619013786E0,1.119887829E1,1.578976035E0
3.907144432E0,4.657320976E0,1.156758595E1,1.622071624E0
3.909146307E0,4.724358559E0,1.189798546E1,1.588552833E0
3.911148182E0,4.781819344E0,1.221401978E1,1.526303530E0
3.913150057E0,4.887164116E0,1.248217010E1,1.420958757E0
3.915151932E0,4.997297287E0,1.269764900E1,1.282094955E0
3.917153807E0,5.155314922E0,1.283172417E1,1.171961784E0
3.919155682E0,5.342062473E0,1.291791534E1,1.042674899E0
3.921157557E0,5.528810501E0,1.299931812E1,9.325415492E-1
3.923159432E0,5.720346451E0,1.309029770E1,8.080430627E-1
3.925161307E0,5.921459198E0,1.311423969E1,6.787561774E-1
3.927163182E0,6.127360821E0,1.312381649E1,5.829881430E-1
3.929165057E0,6.338050365E0,1.309508610E1,4.728548229E-1
3.931166932E0,6.472125530E0,1.303283691E1,3.914519846E-1
3.933168807E0,6.582259178E0,1.294185734E1,3.339911401E-1
3.935170682E0,6.606201172E0,1.284608936E1,3.579331636E-1
3.937172557E0,6.572682381E0,1.280299377E1,3.770867586E-1
3.939174432E0,6.505644798E0,1.275510979E1,4.537012279E-1
3.941176307E0,6.390722752E0,1.280778217E1,5.734112859E-1
3.943178182E0,6.275801182E0,1.287003136E1,7.601590157E-1
3.945180057E0,6.146514416E0,1.298495293E1,1.023521185E0
3.947181932E0,6.103418827E0,1.312860489E1,1.277306557E0
3.949183807E0,6.089053631E0,1.328662205E1,1.612494826E0
3.951185682E0,6.098630428E0,1.343027401E1,1.971625090E0
3.953187557E0,6.136937618E0,1.359786892E1,2.364274263E0
3.955189432E0,6.189610004E0,1.370321369E1,2.756923199E0
3.957191307E0,6.251859188E0,1.383250046E1,3.163937569E0
3.959193182E0,6.314108372E0,1.395699883E1,3.527856112E0
3.961195057E0,6.371569157E0,1.407670879E1,3.896563292E0
3.963196932E0,6.448183537E0,1.422514915E1,4.241328239E0
3.965198807E0,6.534375191E0,1.434485912E1,4.566939831E0
3.967200682E0,6.639719963E0,1.446935844E1,4.916493416E0
3.969202557E0,6.745064735E0,1.458428001E1,5.227739334E0
3.971204432E0,6.869563103E0,1.469441319E1,5.572504520E0
3.973206307E0,7.027580738E0,1.479496956E1,5.883750439E0
3.975208182E0,7.161655903E0,1.488594913E1,6.166266441E0
3.977210057E0,7.300519466E0,1.498171711E1,6.506243229E0
3.979211932E0,7.439383030E0,1.507748508E1,6.769605160E0
3.981213807E0,7.554305077E0,1.517804146E1,7.047332764E0
3.983215682E0,7.654861450E0,1.524986744E1,7.320271492E0
3.985217557E0,7.769783020E0,1.532648182E1,7.569268703E0
3.987219432E0,7.865550995E0,1.541746140E1,7.789535046E0
3.989221307E0,7.966107368E0,1.554196072E1,8.014590263E0
3.991223182E0,8.095394135E0,1.565209389E1,8.230068207E0
3.993225057E0,8.239047050E0,1.577180386E1,8.426392555E0
3.995226932E0,8.382699013E0,1.587236023E1,8.622717857E0
3.997228807E0,8.559869766E0,1.593939781E1,8.775946617E0
3.999230682E0,8.732252121E0,1.600164795E1,8.914810181E0
4.001232557E0,8.909422874E0,1.601601219E1,9.005789757E0
4.003234432E0,9.110535622E0,1.603995514E1,9.048885345E0
4.005236307E0,9.292495728E0,1.598728180E1,9.068038940E0
4.007238182E0,9.426570892E0,1.595855141E1,9.072827339E0
4.009240057E0,9.512762070E0,1.589151382E1,9.029731750E0
4.011241932E0,9.598953247E0,1.577659225E1,8.938752174E0
4.013243807E0,9.603741646E0,1.564730549E1,8.809465408E0
4.015245682E0,9.598953247E0,1.553717232E1,8.661025047E0
4.017247557E0,9.546280861E0,1.543661499E1,8.541314125E0
4.019249432E0,9.455301285E0,1.537915421E1,8.421604156E0
4.021251307E0,9.369110107E0,1.534563541E1,8.306682587E0
4.023253182E0,9.278130531E0,1.534563541E1,8.196549416E0
4.025255057E0,9.235034943E0,1.543182659E1,8.119935036E0
4.027256932E0,9.144054413E0,1.553238392E1,8.043320656E0
4.029258807E0,9.100958824E0,1.566167068E1,8.033743858E0
4.031260682E0,9.053074837E0,1.580532265E1,7.985859871E0
4.033262557E0,8.990825653E0,1.592503262E1,7.947552681E0
4.035264432E0,8.904634476E0,1.598728180E1,7.870938301E0
4.037266307E0,8.799289703E0,1.600643539E1,7.808688641E0
4.039268182E0,8.674791336E0,1.603995514E1,7.741651058E0
4.041270057E0,8.535927773E0,1.606389618E1,7.674613476E0
4.043271932E0,8.464101791E0,1.600643539E1,7.597999096E0
4.045273807E0,8.349180222E0,1.591545582E1,7.507019520E0
4.047275682E0,8.267777443E0,1.579574585E1,7.396886349E0
4.049277557E0,8.219893456E0,1.551323032E1,7.066486359E0
4.051279432E0,8.248623848E0,1.519240665E1,6.621164799E0
4.053281307E0,8.047510147E0,1.522592545E1,6.769605160E0
4.055283182E0,7.803301811E0,1.524507904E1,6.874950409E0
4.057285057E0,7.549516678E0,1.534084702E1,6.913257599E0
4.059286932E0,7.324461460E0,1.543661499E1,6.970718384E0
4.061288807E0,7.104195118E0,1.562815189E1,6.994660378E0
4.063290682E0,6.927023888E0,1.583884144E1,6.989871979E0
4.065292557E0,6.764218330E0,1.607826233E1,6.999448776E0
4.067294432E0,6.620566368E0,1.633683586E1,6.970718384E0
4.069296307E0,6.481702328E0,1.660498619E1,6.970718384E0
4.071298182E0,6.328473568E0,1.688271332E1,6.903680801E0
4.073300057E0,6.275801182E0,1.708382607E1,6.783970356E0
4.075301932E0,6.290166378E0,1.730409241E1,6.645106792E0
4.077303807E0,6.395511150E0,1.754830170E1,6.558915615E0
4.079305682E0,6.596624374E0,1.774462509E1,6.420052052E0
4.081307557E0,6.903081894E0,1.794573975E1,6.262034416E0
4.083309432E0,7.314884663E0,1.810375595E1,6.075286865E0
4.085311307E0,7.798513412E0,1.822346687E1,5.917269707E0
4.087313182E0,8.373122215E0,1.841021347E1,5.807136059E0
4.089315057E0,9.067440033E0,1.870709419E1,5.783194065E0
4.091316932E0,9.756970406E0,1.901355362E1,5.783194065E0
4.093318807E0,1.032679081E1,1.915720558E1,5.768828869E0
4.095320682E0,1.084393787E1,1.909495544E1,5.754463673E0
4.097322557E0,1.128925991E1,1.894651604E1,5.744886875E0
4.099324432E0,1.167233181E1,1.878370857E1,5.749675274E0
4.101326307E0,1.199794292E1,1.868315315E1,5.792770863E0
4.103328182E0,1.231876659E1,1.861132622E1,5.787982464E0
4.105330057E0,1.263001251E1,1.863047981E1,5.778405666E0
4.107331932E0,1.289816284E1,1.872146034E1,5.697002888E0
4.109333807E0,1.317589092E1,1.885553551E1,5.668272495E0
4.111335682E0,1.344404125E1,1.906143761E1,5.649118900E0
4.113337557E0,1.373613358E1,1.929128075E1,5.606023312E0
4.115339432E0,1.405216789E1,1.950197029E1,5.586869717E0
4.117341307E0,1.442566395E1,1.973181343E1,5.606023312E0
4.119343182E0,1.478000546E1,1.996644592E1,5.572504520E0
4.121345057E0,1.515828991E1,2.016276932E1,5.586869717E0
4.123346932E0,1.549347782E1,2.033994102E1,5.582081318E0
4.125348807E0,1.572810936E1,2.045007324E1,5.558139324E0
4.127350682E0,1.593879890E1,2.052668762E1,5.515043736E0
4.129352557E0,1.606329727E1,2.058414841E1,5.448006153E0
4.131354432E0,1.608245087E1,2.061287880E1,5.395333767E0
4.133356307E0,1.604893303E1,2.067033958E1,5.361814499E0
4.135358182E0,1.594837570E1,2.071822357E1,5.275623322E0
4.137360057E0,1.579514694E1,2.078526115E1,5.285200119E0
4.139361932E0,1.558445740E1,2.089060783E1,5.304353714E0
4.141363807E0,1.538813305E1,2.102468300E1,5.361814499E0
4.143365682E0,1.520617390E1,2.115875816E1,5.400122166E0
4.145367557E0,1.504336739E1,2.127846718E1,5.538985729E0
4.147369432E0,1.489013863E1,2.138381195E1,5.601234913E0
4.149371307E0,1.475127506E1,2.148436928E1,5.701791286E0
4.151373182E0,1.463156509E1,2.159450150E1,5.821501255E0
4.153375057E0,1.451664352E1,2.169505882E1,5.946000099E0
4.155376932E0,1.440172195E1,2.176688385E1,6.118382454E0
4.157378807E0,1.434904957E1,2.180040359E1,6.338648796E0
4.159380682E0,1.430595398E1,2.184828758E1,6.544550419E0
4.161382557E0,1.432510757E1,2.186265373E1,6.769605160E0
4.163384432E0,1.441129875E1,2.185786438E1,6.980295181E0
4.165386307E0,1.450227833E1,2.189138412E1,7.205349922E0
4.167388182E0,1.466987228E1,2.189138412E1,7.444770336E0
4.169390057E0,1.480394745E1,2.190574837E1,7.660248280E0
4.171391932E0,1.497632980E1,2.191532516E1,7.904457092E0
4.173393807E0,1.515350151E1,2.191053772E1,8.167819023E0
4.175395682E0,1.530673027E1,2.188180733E1,8.421604156E0
4.177397557E0,1.545517063E1,2.184350014E1,8.704120636E0
4.179399432E0,1.559882259E1,2.179082680E1,9.005789757E0
4.181401307E0,1.573289776E1,2.172857666E1,9.302670479E0
4.183403182E0,1.590528011E1,2.162323189E1,9.570821762E0
4.185405057E0,1.604893303E1,2.150831032E1,9.877279282E0
4.187406932E0,1.621652603E1,2.137902451E1,1.012148762E1
4.189408807E0,1.636017799E1,2.118269920E1,1.035611916E1
4.191410682E0,1.648467636E1,2.100074005E1,1.060990524E1
4.193412557E0,1.660917664E1,2.079962730E1,1.080144119E1
4.195414432E0,1.668579102E1,2.057457161E1,1.100255394E1
4.197416307E0,1.672888565E1,2.034951782E1,1.116535950E1
4.199418182E0,1.678155899E1,2.006221390E1,1.129464626E1
4.201420057E0,1.684859657E1,1.974617767E1,1.137604904E1
4.203421932E0,1.690605736E1,1.932001114E1,1.133774185E1
4.205423807E0,1.695872879E1,1.894651604E1,1.133295345E1
4.207425682E0,1.689648056E1,1.872624779E1,1.158673954E1
4.209427557E0,1.673846245E1,1.849161720E1,1.178306389E1
4.211429432E0,1.661875343E1,1.823783112E1,1.192671585E1
4.213431307E0,1.649904251E1,1.798404694E1,1.201769543E1
4.215433182E0,1.638412094E1,1.770153046E1,1.208952141E1
4.217435057E0,1.624525642E1,1.739986038E1,1.212304020E1
4.219436932E0,1.610639381E1,1.708861542E1,1.209909821E1
4.221438807E0,1.591964531E1,1.678694534E1,1.206079102E1
4.223440682E0,1.565628338E1,1.648527527E1,1.199375343E1
4.225442557E0,1.549826622E1,1.599207020E1,1.180700588E1
4.227444432E0,1.534503746E1,1.549407673E1,1.163941193E1
4.229446307E0,1.513913631E1,1.499129391E1,1.146224022E1
4.231448182E0,1.492844582E1,1.452203083E1,1.128985786E1
4.233450057E0,1.475127506E1,1.402403641E1,1.101691914E1
4.235451932E0,1.456452751E1,1.354519653E1,1.079665279E1
4.237453807E0,1.439693356E1,1.309508610E1,1.055244446E1
4.239455682E0,1.419582081E1,1.267370701E1,1.027950478E1
4.241457557E0,1.398034191E1,1.222838497E1,1.001614285E1
4.243459432E0,1.376965237E1,1.176869869E1,9.704896927E0
4.245461307E0,1.352065563E1,1.129943466E1,9.364919662E0
4.247463182E0,1.327165890E1,1.084453678E1,9.034520149E0
4.249465057E0,1.300350761E1,1.038006115E1,8.689755440E0
4.251466932E0,1.271141529E1,9.929951668E0,8.344989777E0
4.253468807E0,1.241932297E1,9.489418030E0,8.019378662E0
4.255470682E0,1.212722969E1,9.063250542E0,7.693767071E0
4.257472557E0,1.180640697E1,8.646659851E0,7.372944355E0
4.259474432E0,1.150473785E1,8.244433403E0,7.042544365E0
4.261476307E0,1.115039539E1,7.846996307E0,6.764816761E0
4.263478182E0,1.082957268E1,7.478289127E0,6.491878033E0
4.265480057E0,1.050396156E1,7.104793549E0,6.214150429E0
4.267481932E0,1.014483070E1,6.731297970E0,5.969942093E0
4.269483807E0,9.809642792E0,6.376956463E0,5.744886875E0
4.271485682E0,9.426570892E0,6.003460884E0,5.519832134E0
4.273487557E0,9.072228432E0,5.649118900E0,5.328295708E0
4.275489432E0,8.693944931E0,5.304353714E0,5.122394562E0
4.277491307E0,8.325238228E0,4.930858612E0,4.930858612E0
4.279493182E0,7.946953773E0,4.595670223E0,4.724956989E0
4.281495057E0,7.578247070E0,4.241328239E0,4.566939831E0
4.283496932E0,7.214328289E0,3.925293684E0,4.365826607E0
4.285498807E0,6.855197906E0,3.614047527E0,4.212597847E0
4.287500682E0,6.548740387E0,3.302801132E0,3.992331266E0
4.289502557E0,6.256647587E0,3.020285368E0,3.786429882E0
4.291504432E0,5.945401192E0,2.761711597E0,3.532644510E0
4.293506307E0,5.658097267E0,2.493561029E0,3.250128746E0
4.295508182E0,5.375581264E0,2.239775658E0,3.010708570E0
4.297510057E0,5.083488941E0,1.976413488E0,2.752134800E0
4.299511932E0,4.772242546E0,1.746570110E0,2.555810213E0
4.301513807E0,4.475361347E0,1.478419542E0,2.369062662E0
4.303515682E0,4.173692226E0,1.253364563E0,2.201468468E0
4.305517557E0,3.891176224E0,1.033097982E0,2.053027868E0
4.307519432E0,3.594295263E0,8.080430627E-1,1.938106298E0
4.309521307E0,3.283049107E0,5.877765417E-1,1.789665818E0
4.311523182E0,3.014898539E0,3.914519846E-1,1.674744129E0
4.313525057E0,2.722805977E0,1.903390288E-1,1.588552833E0
4.315526932E0,2.464232206E0,-2.035071515E-2,1.521515131E0
4.317528807E0,2.176927805E0,-2.166752517E-1,1.464054346E0
4.319530682E0,1.927930951E0,-4.321534038E-1,1.401805043E0
4.321532557E0,1.654991984E0,-6.524199843E-1,1.368286252E0
4.323534432E0,1.415571809E0,-8.774749041E-1,1.344344258E0
4.325536307E0,1.171363235E0,-1.069011092E0,1.339555860E0
4.327538182E0,9.463081956E-1,-1.270123959E0,1.306037068E0
4.329540057E0,7.116764784E-1,-1.456871748E0,1.310825467E0
4.331541932E0,5.009866953E-1,-1.600523829E0,1.325190663E0
4.333543807E0,2.663549483E-1,-1.792060018E0,1.349132657E0
4.335545682E0,6.524199992E-2,-1.906981707E0,1.392228246E0
4.337547557E0,-1.598129570E-1,-2.041056871E0,1.430535555E0
4.339549432E0,-4.088099301E-1,-2.175132275E0,1.454477549E0
4.341551307E0,-6.290764809E-1,-2.266111851E0,1.497573137E0
4.343553182E0,-8.254010081E-1,-2.376245260E0,1.487996340E0
4.345555057E0,-1.040879130E0,-2.467224836E0,1.487996340E0
4.347556932E0,-1.256357312E0,-2.543839216E0,1.468842745E0
4.349558807E0,-1.457470298E0,-2.615665436E0,1.449689150E0
4.351560682E0,-1.663371682E0,-2.668337822E0,1.406593442E0
4.353562557E0,-1.854907751E0,-2.730587006E0,1.334767461E0
4.355564432E0,-2.075174332E0,-2.792836189E0,1.277306557E0
4.357566307E0,-2.281075716E0,-2.850297213E0,1.200692177E0
4.359568182E0,-2.496553898E0,-2.926911592E0,1.090558887E0
4.361570057E0,-2.731185675E0,-2.974795580E0,9.756371975E-1
4.363571932E0,-2.922721624E0,-3.051409960E0,8.224082589E-1
4.365573807E0,-3.181295395E0,-3.084928989E0,6.691793799E-1
4.367575682E0,-3.435081005E0,-3.156754971E0,5.207388401E-1
4.369577557E0,-3.655347347E0,-3.195062160E0,2.956839204E-1
4.371579432E0,-3.899555922E0,-3.228580952E0,1.185129806E-1
4.373581307E0,-4.105457306E0,-3.266888142E0,-1.065419763E-1
4.375583182E0,-4.316147327E0,-3.295618534E0,-3.028665185E-1
4.377585057E0,-4.531625271E0,-3.329137564E0,-4.944026470E-1
4.379586932E0,-4.713584423E0,-3.353079557E0,-7.050924301E-1
4.381588807E0,-4.876390457E0,-3.333925962E0,-9.157821536E-1
4.383590682E0,-4.967370033E0,-3.199850559E0,-1.059434295E0
4.385592557E0,-5.091868401E0,-3.242946148E0,-1.088164687E0
4.387594432E0,-5.230731964E0,-3.348291159E0,-1.159990668E0
4.389596307E0,-5.292981625E0,-3.410540342E0,-1.332373261E0
4.391598182E0,-5.331288815E0,-3.520673513E0,-1.466448545E0
4.393600057E0,-5.307346821E0,-3.611653328E0,-1.614889026E0
4.395601932E0,-5.297770023E0,-3.731363297E0,-1.696291924E0
4.397603807E0,-5.235520363E0,-3.851073503E0,-1.796848416E0
4.399605682E0,-5.168482780E0,-3.942053080E0,-1.902193308E0
4.401607557E0,-5.101445198E0,-4.047398090E0,-1.993172884E0
4.403609432E0,-5.029619217E0,-4.104858875E0,-2.112883091E0
4.405611307E0,-4.976946831E0,-4.167108059E0,-2.184709072E0
4.407613182E0,-4.914697647E0,-4.253299236E0,-2.285265446E0
4.409615057E0,-4.857236862E0,-4.396951199E0,-2.433706045E0
4.411616932E0,-4.828506470E0,-4.440047264E0,-2.519897223E0
4.413618807E0,-4.799776077E0,-4.468777657E0,-2.615665436E0
4.415620682E0,-4.818929672E0,-4.468777657E0,-2.673126221E0
4.417622557E0,-4.828506470E0,-4.478354454E0,-2.711433411E0
4.419624432E0,-4.842871666E0,-4.463989258E0,-2.768894196E0
4.421626307E0,-4.895544052E0,-4.468777657E0,-2.845508814E0
4.423628182E0,-4.933851242E0,-4.454412460E0,-2.888604403E0
4.425630057E0,-4.991312027E0,-4.420893669E0,-2.907757998E0
4.427631932E0,-5.043984413E0,-4.392162800E0,-2.941276789E0
4.429633807E0,-5.115810394E0,-4.301183224E0,-2.946065187E0
4.431635682E0,-5.173271179E0,-4.238934040E0,-2.979583979E0
4.433637557E0,-5.216366768E0,-4.143166065E0,-2.984372377E0
4.435639432E0,-5.269039154E0,-4.052186489E0,-2.993949175E0
4.437641307E0,-5.321712017E0,-3.922899485E0,-2.998737574E0
4.439643182E0,-5.374384403E0,-3.774458885E0,-3.003525972E0
4.441645057E0,-5.422268391E0,-3.626018524E0,-2.993949175E0
4.443646932E0,-5.465363979E0,-3.482366323E0,-2.960430384E0
4.445648807E0,-5.489305973E0,-3.319560766E0,-2.902969599E0
4.447650682E0,-5.537189960E0,-3.151966572E0,-2.835932016E0
4.449652557E0,-5.594650745E0,-2.984372377E0,-2.759317398E0
4.451654432E0,-5.647323132E0,-2.831143618E0,-2.668337822E0
4.453656307E0,-5.704783916E0,-2.663549423E0,-2.562992811E0
4.455658182E0,-5.738302708E0,-2.524685621E0,-2.443282843E0
4.457660057E0,-5.795763969E0,-2.357091665E0,-2.357091665E0
4.459661932E0,-5.834071159E0,-2.237381458E0,-2.232593060E0
4.461663807E0,-5.853224754E0,-2.084152699E0,-2.155978680E0
4.463665682E0,-5.872378349E0,-1.969230890E0,-2.084152699E0
4.465667557E0,-5.862801552E0,-1.811213613E0,-2.045845270E0
4.467669432E0,-5.877166748E0,-1.686715126E0,-2.031480074E0
4.469671307E0,-5.853224754E0,-1.543063045E0,-2.026691675E0
4.471673182E0,-5.810129166E0,-1.408987641E0,-2.007538080E0
4.473675057E0,-5.776610374E0,-1.255758762E0,-1.983596087E0
4.475676932E0,-5.733514309E0,-1.145625472E0,-1.950077295E0
4.477678807E0,-5.685630322E0,-1.025915384E0,-1.940500498E0
4.479680682E0,-5.632957935E0,-9.014169574E-1,-1.892616391E0
4.481682557E0,-5.580285549E0,-8.104372621E-1,-1.854309201E0
4.483684432E0,-5.498882771E0,-7.338228226E-1,-1.811213613E0
4.485686307E0,-5.431845188E0,-6.667851806E-1,-1.758541107E0
4.487688182E0,-5.321712017E0,-6.189011335E-1,-1.739387512E0
4.489690057E0,-5.225943565E0,-5.805938840E-1,-1.657984734E0
4.491691932E0,-5.130175591E0,-5.853823423E-1,-1.605312228E0
4.493693807E0,-5.020042419E0,-5.805938840E-1,-1.567005038E0
4.495695682E0,-4.895544052E0,-5.518634915E-1,-1.499967337E0
4.497697557E0,-4.799776077E0,-5.470750928E-1,-1.394622445E0
4.499699432E0,-4.699219227E0,-5.566518903E-1,-1.327584863E0
4.501701307E0,-4.579509258E0,-5.279214978E-1,-1.203086376E0
4.503703182E0,-4.445434093E0,-5.183446407E-1,-1.140837073E0
4.505705057E0,-4.354454517E0,-5.087678432E-1,-1.025915384E0
4.507706932E0,-4.239532471E0,-5.039794445E-1,-9.445125461E-1
4.509708807E0,-4.119822502E0,-4.896142483E-1,-8.918401599E-1
4.511710682E0,-4.024054527E0,-4.560954273E-1,-8.295909166E-1
4.513712557E0,-3.904344320E0,-4.417302012E-1,-7.960720658E-1
4.515714432E0,-3.803787947E0,-4.417302012E-1,-7.338228226E-1
4.517716307E0,-3.674500942E0,-4.369418025E-1,-6.763619781E-1
4.519718182E0,-3.578732967E0,-4.129997790E-1,-6.093243361E-1
4.521720057E0,-3.454234600E0,-3.890577853E-1,-5.470750928E-1
4.523721932E0,-3.368043184E0,-3.507505357E-1,-4.848258495E-1
4.525723807E0,-3.272275209E0,-3.220201433E-1,-4.225766063E-1
4.527725682E0,-3.200449228E0,-2.980781198E-1,-3.315969408E-1
4.529727557E0,-3.114257812E0,-2.358288616E-1,-2.741360962E-1
4.531729432E0,-3.047220230E0,-2.118868530E-1,-2.118868530E-1
4.533731307E0,-2.946663857E0,-1.735796183E-1,-1.975216419E-1
4.535733182E0,-2.836530447E0,-1.640028208E-1,-1.256955862E-1
4.537735057E0,-2.735974073E0,-1.209071875E-1,-1.065419763E-1
4.539736932E0,-2.606687069E0,-1.065419763E-1,-1.352723986E-1
4.541738807E0,-2.501342297E0,-4.429273307E-2,-1.544260085E-1
4.543740682E0,-2.376843691E0,-5.985504016E-3,-2.023100406E-1
4.545742557E0,-2.247556925E0,5.626374111E-2,-2.741360962E-1
4.547744432E0,-2.127846718E0,1.568202078E-1,-3.507505357E-1
4.549746307E0,-2.017713547E0,2.430114746E-1,-3.986345828E-1
4.551748182E0,-1.898003340E0,3.483563364E-1,-4.991910458E-1
4.553750057E0,-1.807023764E0,4.584896266E-1,-5.470750928E-1
4.555751932E0,-1.687313676E0,6.069301367E-1,-5.853823423E-1
4.557753807E0,-1.629852772E0,7.410054207E-1,-6.332663298E-1
4.559755682E0,-1.567603588E0,9.133879542E-1,-6.380547285E-1
4.561757557E0,-1.524507880E0,1.061828494E0,-6.380547285E-1
4.563759432E0,-1.495777488E0,1.215057373E0,-6.572083831E-1
4.565761307E0,-1.490989089E0,1.368286252E0,-6.380547285E-1
4.567763182E0,-1.505354285E0,1.507149935E0,-6.141127348E-1
4.569765057E0,-1.529296279E0,1.665167332E0,-6.045359373E-1
4.571766932E0,-1.586757183E0,1.780089021E0,-5.758054852E-1
4.573768807E0,-1.653794765E0,1.904587507E0,-5.374982953E-1
4.575770682E0,-1.735197663E0,2.019509077E0,-4.896142483E-1
4.577772557E0,-1.816600561E0,2.115277290E0,-4.608838260E-1
4.579774484E0,-1.921945453E0,2.206256866E0,-4.369418025E-1
4.581776411E0,-2.012925148E0,2.292448044E0,-4.321534038E-1
4.583778338E0,-2.089539528E0,2.354697466E0,-4.034229815E-1
4.585780265E0,-2.147000313E0,2.431311846E0,-4.321534038E-1
4.587782192E0,-2.223614931E0,2.469619036E0,-4.560954273E-1
4.589784119E0,-2.261922121E0,2.517503023E0,-4.608838260E-1
4.591786046E0,-2.314594507E0,2.570175409E0,-4.896142483E-1
4.593787974E0,-2.338536501E0,2.627636433E0,-5.422866940E-1
4.595789901E0,-2.376843691E0,2.689885616E0,-5.662286878E-1
4.597791828E0,-2.400785685E0,2.713827610E0,-5.614402890E-1
4.599793755E0,-2.429516077E0,2.795230389E0,-5.901707411E-1
4.601795682E0,-2.458246708E0,2.843114614E0,-5.949591398E-1
4.603797609E0,-2.501342297E0,2.867056608E0,-5.710170865E-1
4.605799536E0,-2.539649487E0,2.919728994E0,-6.141127348E-1
4.607801463E0,-2.597110271E0,2.929305792E0,-6.619967818E-1
4.609803390E0,-2.625840664E0,2.938882589E0,-7.146692276E-1
4.611805317E0,-2.654571056E0,2.958036184E0,-7.912836671E-1
4.613807244E0,-2.716820478E0,2.953247786E0,-8.726865053E-1
4.615809171E0,-2.731185675E0,2.953247786E0,-9.828197956E-1
4.617811099E0,-2.755127668E0,2.948459387E0,-1.116895080E0
4.619813026E0,-2.783858061E0,2.934094191E0,-1.246181965E0
4.621814953E0,-2.803011656E0,2.919728994E0,-1.341950059E0
4.623816880E0,-2.793434858E0,2.934094191E0,-1.480813742E0
4.625818807E0,-2.774281263E0,2.910152197E0,-1.557428241E0
4.627820734E0,-2.764704466E0,2.905363798E0,-1.653196216E0
4.629822609E0,-2.759916067E0,2.910152197E0,-1.720233917E0
4.631824484E0,-2.731185675E0,2.929305792E0,-1.763329506E0
4.633826359E0,-2.712032080E0,2.900575399E0,-1.806425214E0
4.635828234E0,-2.683301449E0,2.881421804E0,-1.873462796E0
4.637830109E0,-2.664147854E0,2.862268209E0,-1.892616391E0
4.639831984E0,-2.644994259E0,2.847903013E0,-1.930923700E0
4.641833859E0,-2.611475468E0,2.819172382E0,-1.940500498E0
4.643835734E0,-2.573168278E0,2.804807186E0,-1.988384485E0
4.645837609E0,-2.539649487E0,2.766499996E0,-1.993172884E0
4.647839484E0,-2.463035107E0,2.713827610E0,-2.074575663E0
4.649841359E0,-2.419939280E0,2.699462414E0,-2.088941097E0
4.651843234E0,-2.343324900E0,2.642001629E0,-2.122459888E0
4.653845109E0,-2.271498919E0,2.622848034E0,-2.194285870E0
4.655846984E0,-2.204461098E0,2.632424831E0,-2.208651066E0
4.657848859E0,-2.132635117E0,2.637213230E0,-2.251746655E0
4.659850734E0,-2.079962730E0,2.689885616E0,-2.304419041E0
4.661852609E0,-2.161365509E0,2.819172382E0,-2.280477047E0
4.663854484E0,-2.036867142E0,2.843114614E0,-2.251746655E0
4.665856359E0,-1.917157054E0,2.857479811E0,-2.376245260E0
4.667858234E0,-1.816600561E0,2.919728994E0,-2.424129248E0
4.669860109E0,-1.725620866E0,2.967612982E0,-2.486378431E0
4.671861984E0,-1.610699177E0,3.025073767E0,-2.519897223E0
4.673863859E0,-1.505354285E0,3.087323189E0,-2.495955229E0
4.675865734E0,-1.438316703E0,3.154360771E0,-2.491166830E0
4.677867609E0,-1.337760210E0,3.216609955E0,-2.457648039E0
4.679869484E0,-1.275510907E0,3.298012733E0,-2.428917646E0
4.681871359E0,-1.222838521E0,3.408146143E0,-2.404975653E0
4.683873234E0,-1.179742932E0,3.465606928E0,-2.361880064E0
4.685875109E0,-1.155800819E0,3.570951939E0,-2.313995838E0
4.687876984E0,-1.155800819E0,3.642777920E0,-2.261323452E0
4.689878859E0,-1.155800819E0,3.733757496E0,-2.189497471E0
4.691880734E0,-1.174954534E0,3.810372114E0,-2.122459888E0
4.693882609E0,-1.179742932E0,3.896563292E0,-2.069787264E0
4.695884484E0,-1.198896527E0,3.939658880E0,-1.978807688E0
4.697886359E0,-1.218050122E0,3.997119665E0,-1.906981707E0
4.699888234E0,-1.241992116E0,4.035427094E0,-1.849520802E0
4.701890109E0,-1.280299306E0,4.025850296E0,-1.782483220E0
4.703891984E0,-1.309029818E0,4.040215492E0,-1.720233917E0
4.705893859E0,-1.404797792E0,4.040215492E0,-1.701080322E0
4.707895734E0,-1.500565886E0,4.040215492E0,-1.662773132E0
4.709897609E0,-1.586757183E0,4.068945885E0,-1.677138329E0
4.711899484E0,-1.701678872E0,4.097676277E0,-1.686715126E0
4.713901359E0,-1.802235365E0,4.131195068E0,-1.705868721E0
4.715903234E0,-1.917157054E0,4.174290657E0,-1.710657120E0
4.717905109E0,-2.008136749E0,4.174290657E0,-1.744175911E0
4.719906984E0,-2.099116325E0,4.188655853E0,-1.796848416E0
4.721908859E0,-2.175730705E0,4.179079056E0,-1.801636815E0
