"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.715087192E0,-1.232415318E0,-1.640028208E-1,6.584054977E-2
1.717089067E0,-1.222838521E0,-1.831564307E-1,4.189852998E-2
1.719090942E0,-1.232415318E0,-2.262520641E-1,3.591302549E-3
1.721092817E0,-1.241992116E0,-2.406172752E-1,-5.985504016E-3
1.723094692E0,-1.275510907E0,-2.454056740E-1,3.591302549E-3
1.725096567E0,-1.285087705E0,-2.741360962E-1,1.316810958E-2
1.727098442E0,-1.304241419E0,-2.741360962E-1,1.316810958E-2
1.729100317E0,-1.328183413E0,-3.028665185E-1,3.711012751E-2
1.731102192E0,-1.337760210E0,-3.651157618E-1,5.626374111E-2
1.733104067E0,-1.337760210E0,-4.129997790E-1,4.668693244E-2
1.735105942E0,-1.328183413E0,-4.465186298E-1,3.232172132E-2
1.737107817E0,-1.289876223E0,-4.800374508E-1,1.316810958E-2
1.739109692E0,-1.265934110E0,-5.183446407E-1,1.316810958E-2
1.741111567E0,-1.251568913E0,-5.470750928E-1,-1.077390742E-2
1.743113442E0,-1.251568913E0,-5.614402890E-1,-2.035071515E-2
1.745115317E0,-1.270722508E0,-5.710170865E-1,-7.781155407E-2
1.747117192E0,-1.280299306E0,-5.566518903E-1,-1.304839998E-1
1.749119067E0,-1.347337008E0,-5.327098966E-1,-1.879448295E-1
1.751120942E0,-1.395220995E0,-4.944026470E-1,-2.454056740E-1
1.753122817E0,-1.462258697E0,-4.656722248E-1,-3.315969408E-1
1.755124692E0,-1.534084797E0,-3.842693865E-1,-3.890577853E-1
1.757126567E0,-1.615487576E0,-3.220201433E-1,-4.608838260E-1
1.759128442E0,-1.672948480E0,-2.358288616E-1,-5.231330991E-1
1.761130317E0,-1.749562860E0,-1.687912196E-1,-5.662286878E-1
1.763132192E0,-1.778293371E0,-8.738835901E-2,-5.901707411E-1
1.765134067E0,-1.854907751E0,-5.985504016E-3,-6.141127348E-1
1.767135942E0,-1.912368655E0,7.541735470E-2,-6.428431273E-1
1.769137817E0,-1.965041041E0,1.568202078E-1,-6.763619781E-1
1.771139692E0,-2.032078743E0,2.094926536E-1,-7.050924301E-1
1.773141567E0,-2.075174332E0,2.717418969E-1,-6.907271743E-1
1.775143442E0,-2.123058319E0,3.196259141E-1,-7.769184709E-1
1.777145317E0,-2.170942307E0,3.531447649E-1,-7.864952683E-1
1.779147192E0,-2.218826532E0,4.058171809E-1,-8.248024583E-1
1.781149067E0,-2.252345324E0,4.584896266E-1,-8.343793154E-1
1.783150942E0,-2.309806108E0,4.776432514E-1,-8.248024583E-1
1.785152817E0,-2.338536501E0,4.872200489E-1,-8.343793154E-1
1.787154692E0,-2.367266893E0,4.872200489E-1,-8.056488633E-1
1.789156567E0,-2.419939280E0,4.441244006E-1,-7.769184709E-1
1.791158442E0,-2.477400303E0,3.818751574E-1,-7.481880188E-1
1.793160317E0,-2.530072689E0,2.956839204E-1,-7.194576263E-1
1.795162192E0,-2.563591480E0,2.190694511E-1,-6.955155730E-1
1.797164067E0,-2.621052265E0,2.094926536E-1,-6.859387755E-1
1.799165942E0,-2.668936253E0,2.430114746E-1,-7.146692276E-1
1.801167817E0,-2.688089848E0,3.148375154E-1,-7.290344238E-1
1.803169692E0,-2.716820478E0,4.441244006E-1,-7.003039718E-1
1.805171567E0,-2.726397276E0,5.590460896E-1,-6.667851806E-1
1.807173442E0,-2.759916067E0,7.218518257E-1,-6.428431273E-1
1.809175317E0,-2.740762472E0,8.655039072E-1,-6.284779310E-1
1.811177192E0,-2.764704466E0,9.564836025E-1,-6.428431273E-1
1.813179067E0,-2.788646460E0,1.047463298E0,-6.428431273E-1
1.815180942E0,-2.831742048E0,1.124077678E0,-6.572083831E-1
1.817182817E0,-2.874837637E0,1.167173386E0,-6.907271743E-1
1.819184692E0,-2.870049238E0,1.181538582E0,-7.433996201E-1
1.821186567E0,-2.870049238E0,1.205480576E0,-7.817068696E-1
1.823188442E0,-2.874837637E0,1.186326981E0,-8.104372621E-1
1.825190317E0,-2.889202833E0,1.162384868E0,-8.535329103E-1
1.827192192E0,-2.836530447E0,1.124077678E0,-9.109937549E-1
1.829194067E0,-2.831742048E0,1.109712481E0,-9.588778019E-1
1.831195942E0,-2.807800055E0,1.090558887E0,-1.021126986E0
1.833197817E0,-2.831742048E0,1.071405292E0,-1.021126986E0
1.835199692E0,-2.826953650E0,1.095347285E0,-1.045069098E0
1.837201567E0,-2.817376852E0,1.090558887E0,-1.069011092E0
1.839203442E0,-2.841318846E0,1.100135684E0,-1.069011092E0
1.841205317E0,-2.874837637E0,1.119289279E0,-1.102529883E0
1.843207192E0,-2.903568029E0,1.143231273E0,-1.078587890E0
1.845209067E0,-2.941875219E0,1.167173386E0,-1.073799491E0
1.847210942E0,-2.980182648E0,1.215057373E0,-1.097741485E0
1.849212817E0,-3.004124641E0,1.272518158E0,-1.131260276E0
1.851214692E0,-3.042431831E0,1.310825467E0,-1.126471877E0
1.853216567E0,-3.104681015E0,1.363497853E0,-1.155202270E0
1.855218442E0,-3.119046211E0,1.406593442E0,-1.183932781E0
1.857220317E0,-3.142988205E0,1.440112352E0,-1.212663174E0
1.859222192E0,-3.181295395E0,1.497573137E0,-1.227028370E0
1.861224067E0,-3.200449228E0,1.521515131E0,-1.265335560E0
1.863225942E0,-3.233968019E0,1.545457244E0,-1.289277673E0
1.865227817E0,-3.233968019E0,1.569399238E0,-1.303642869E0
1.867229692E0,-3.277063608E0,1.588552833E0,-1.322796464E0
1.869231567E0,-3.267486811E0,1.602918029E0,-1.356315255E0
1.871233442E0,-3.296217203E0,1.607706428E0,-1.370680451E0
1.873235317E0,-3.324947596E0,1.607706428E0,-1.399410844E0
1.875237192E0,-3.339312792E0,1.607706428E0,-1.399410844E0
1.877239067E0,-3.348889589E0,1.626860023E0,-1.437718153E0
1.879240942E0,-3.391985178E0,1.660378933E0,-1.485602140E0
1.881242817E0,-3.396773577E0,1.717839718E0,-1.471236944E0
1.883244692E0,-3.420715570E0,1.736993313E0,-1.538274646E0
1.885246567E0,-3.430292368E0,1.780089021E0,-1.571793437E0
1.887248442E0,-3.473388195E0,1.851915002E0,-1.586158633E0
1.889250317E0,-3.492541790E0,1.899798989E0,-1.614889026E0
1.891252192E0,-3.492541790E0,1.962048292E0,-1.653196216E0
1.893254067E0,-3.502118587E0,2.000355482E0,-1.677138329E0
1.895255942E0,-3.502118587E0,2.038662672E0,-1.662773132E0
1.897257817E0,-3.511695385E0,2.067393064E0,-1.672349930E0
1.899259692E0,-3.468599796E0,2.076969862E0,-1.710657120E0
1.901261567E0,-3.473388195E0,2.081758261E0,-1.705868721E0
1.903263442E0,-3.463811398E0,2.086546898E0,-1.744175911E0
1.905265317E0,-3.449446201E0,2.110488892E0,-1.734599113E0
1.907267192E0,-3.415927172E0,2.105700493E0,-1.725022316E0
1.909269067E0,-3.377619982E0,2.115277290E0,-1.739387512E0
1.911270942E0,-3.339312792E0,2.105700493E0,-1.744175911E0
1.913272817E0,-3.301005602E0,2.110488892E0,-1.744175911E0
1.915274692E0,-3.238756418E0,2.105700493E0,-1.720233917E0
1.917276567E0,-3.195660830E0,2.091335297E0,-1.705868721E0
1.919278442E0,-3.114257812E0,2.076969862E0,-1.691503525E0
1.921280317E0,-3.018489838E0,2.081758261E0,-1.686715126E0
1.923282192E0,-2.941875219E0,2.081758261E0,-1.710657120E0
1.925284067E0,-2.836530447E0,2.105700493E0,-1.715445518E0
1.927285942E0,-2.678513050E0,2.096123695E0,-1.768117905E0
1.929287817E0,-2.539649487E0,2.100912094E0,-1.835155606E0
1.931289692E0,-2.386420488E0,2.100912094E0,-1.902193308E0
1.933291567E0,-2.209249735E0,2.086546898E0,-1.935712099E0
1.935293442E0,-2.003348351E0,2.105700493E0,-2.007538080E0
1.937295317E0,-1.821388960E0,2.086546898E0,-2.069787264E0
1.939297192E0,-1.682525277E0,2.072181463E0,-2.108094692E0
1.941299067E0,-1.524507880E0,2.067393064E0,-2.165555477E0
1.943300942E0,-1.390432596E0,2.091335297E0,-2.227804661E0
1.945302817E0,-1.285087705E0,2.105700493E0,-2.266111851E0
1.947304692E0,-1.189319730E0,2.129642487E0,-2.328361034E0
1.949306567E0,-1.122282028E0,2.182314873E0,-2.385822058E0
1.951308442E0,-1.064821243E0,2.225410461E0,-2.424129248E0
1.953310317E0,-1.016937137E0,2.287659645E0,-2.481590033E0
1.955312192E0,-9.882067442E-1,2.335543871E0,-2.491166830E0
1.957314067E0,-9.498994946E-1,2.402581453E0,-2.524685621E0
1.959315942E0,-9.163807034E-1,2.445677042E0,-2.548627615E0
1.961317817E0,-9.115923047E-1,2.498349428E0,-2.586935043E0
1.963319692E0,-8.828618526E-1,2.546233416E0,-2.615665436E0
1.965321567E0,-8.684966564E-1,2.579752445E0,-2.596511841E0
1.967323442E0,-8.397662640E-1,2.637213230E0,-2.630030632E0
1.969325317E0,-8.445546627E-1,2.656366825E0,-2.644395828E0
1.971327244E0,-8.062474132E-1,2.670732021E0,-2.653972626E0
1.973329171E0,-8.014590144E-1,2.699462414E0,-2.649184227E0
1.975331099E0,-8.206126094E-1,2.718616009E0,-2.639607430E0
1.977333026E0,-8.301894665E-1,2.742558002E0,-2.625242233E0
1.979334953E0,-8.684966564E-1,2.785653591E0,-2.596511841E0
1.981336880E0,-9.020155072E-1,2.814383984E0,-2.610877037E0
1.983338807E0,-9.546879530E-1,2.876633406E0,-2.582146645E0
1.985340734E0,-1.007360339E0,2.929305792E0,-2.548627615E0
1.987342661E0,-1.060032845E0,2.991554976E0,-2.534262419E0
1.989344588E0,-1.098340034E0,3.058592558E0,-2.524685621E0
1.991346515E0,-1.131858826E0,3.135207176E0,-2.481590033E0
1.993348442E0,-1.165377736E0,3.226186752E0,-2.395398855E0
1.995350369E0,-1.189319730E0,3.331531763E0,-2.285265446E0
1.997352296E0,-1.203684926E0,3.422511339E0,-2.127248287E0
1.999354224E0,-1.261145711E0,3.523067713E0,-1.974019289E0
2.001356151E0,-1.318606615E0,3.633201122E0,-1.816002011E0
2.003358078E0,-1.371279001E0,3.743334293E0,-1.586158633E0
2.005360005E0,-1.423951507E0,3.886986494E0,-1.385045648E0
2.007361932E0,-1.443105102E0,4.021061897E0,-1.193509579E0
2.009363859E0,-1.443105102E0,4.188655853E0,-9.780313969E-1
2.011365786E0,-1.400009394E0,4.356249809E0,-7.625532150E-1
2.013367713E0,-1.347337008E0,4.552574635E0,-5.183446407E-1
2.015369640E0,-1.251568913E0,4.763264179E0,-3.076549172E-1
2.017371567E0,-1.160589218E0,5.017049789E0,-5.386953801E-2
2.019373494E0,-1.060032845E0,5.275623322E0,1.711854190E-1
2.021375421E0,-9.115923047E-1,5.582081318E0,4.058171809E-1
2.023377349E0,-7.775170207E-1,5.917269707E0,6.308721304E-1
2.025379224E0,-5.955576897E-1,6.266822815E0,8.271966577E-1
2.027381099E0,-4.327519536E-1,6.582857609E0,9.900023937E-1
2.029382974E0,-2.603694201E-1,6.913257599E0,1.181538582E0
2.031384849E0,-1.119289324E-1,7.224503517E0,1.310825467E0
2.033386724E0,2.992752008E-3,7.511807919E0,1.454477549E0
2.035388599E0,1.131260321E-1,7.794323444E0,1.593341231E0
2.037390474E0,1.849520802E-1,8.038532257E0,1.713051319E0
2.039392349E0,2.567781210E-1,8.306682587E0,1.775300503E0
2.041394224E0,3.142389655E-1,8.574832916E0,1.880645394E0
2.043396099E0,4.004302323E-1,8.847772598E0,1.966836691E0
2.045397974E0,5.392939448E-1,9.082404137E0,2.005143881E0
2.047399849E0,6.733692288E-1,9.278728485E0,1.995567083E0
2.049401724E0,8.792705536E-1,9.455899239E0,1.942894697E0
2.051403599E0,1.022922635E0,9.489418030E0,1.751358509E0
2.053405474E0,1.180940032E0,9.321824074E0,1.344344258E0
2.055407349E0,1.401206493E0,9.470264435E0,1.186326981E0
2.057409224E0,1.587954283E0,9.652224541E0,1.109712481E0
2.059411099E0,1.769913554E0,9.848548889E0,1.052251697E0
2.061412974E0,1.980603337E0,1.008318043E1,9.708487988E-1
2.063414849E0,2.239177227E0,1.027471638E1,8.655039072E-1
2.065416724E0,2.521692991E0,1.046625233E1,7.745242715E-1
2.067418599E0,2.842515945E0,1.071046162E1,7.122750282E-1
2.069420474E0,3.148973703E0,1.092115116E1,6.643909812E-1
2.071422349E0,3.474585295E0,1.116535950E1,6.212953329E-1
2.073424224E0,3.800196648E0,1.141914463E1,6.212953329E-1
2.075426099E0,4.106654644E0,1.166814232E1,6.787561774E-1
2.077427974E0,4.393958569E0,1.191713905E1,6.979097724E-1
2.079429849E0,4.652532578E0,1.217571259E1,7.601590157E-1
2.081431724E0,4.858433723E0,1.244386292E1,8.319851160E-1
2.083433599E0,5.054758549E0,1.267849541E1,8.750807047E-1
2.085435474E0,5.217564106E0,1.291791534E1,9.708487988E-1
2.087437349E0,5.385158062E0,1.312381649E1,1.071405292E0
2.089439224E0,5.552752495E0,1.330098724E1,1.148019671E0
2.091441099E0,5.720346451E0,1.346379280E1,1.296460271E0
2.093442974E0,5.902305603E0,1.358829212E1,1.444900751E0
2.095444849E0,6.079476833E0,1.369363689E1,1.578976035E0
2.097446724E0,6.256647587E0,1.382292366E1,1.784877419E0
2.099448599E0,6.371569157E0,1.395221043E1,1.909375906E0
2.101450474E0,6.438606739E0,1.404797840E1,2.086546898E0
2.103452349E0,6.500856400E0,1.418684196E1,2.177526474E0
2.105454224E0,6.539163589E0,1.432570553E1,2.249352455E0
2.107456099E0,6.596624374E0,1.445499229E1,2.278082848E0
2.109457974E0,6.697180748E0,1.459385681E1,2.292448044E0
2.111459849E0,6.816890717E0,1.473750877E1,2.325966835E0
2.113461724E0,6.965331078E0,1.485721874E1,2.369062662E0
2.115463599E0,7.137713909E0,1.499608231E1,2.512714624E0
2.117465474E0,7.314884663E0,1.512058067E1,2.608482838E0
2.119467349E0,7.554305077E0,1.525465584E1,2.723404408E0
2.121469224E0,7.769783020E0,1.541746140E1,2.881421804E0
2.123471099E0,8.023568153E0,1.557069111E1,3.025073767E0
2.125472974E0,8.243835449E0,1.572870827E1,3.135207176E0
2.127474849E0,8.464101791E0,1.590109062E1,3.264493942E0
2.129476724E0,8.689156532E0,1.606389618E1,3.408146143E0
2.131478599E0,8.938153267E0,1.624106789E1,3.551798105E0
2.133480474E0,9.230246544E0,1.637993050E1,3.633201122E0
2.135482349E0,9.517550468E0,1.650921822E1,3.791218281E0
2.137484224E0,9.780912399E0,1.657625580E1,3.901351690E0
2.139486099E0,1.002990913E1,1.662413979E1,3.973177671E0
2.141487974E0,1.022144604E1,1.667202377E1,4.078522682E0
2.143489849E0,1.036509800E1,1.670554161E1,4.169502258E0
2.145491724E0,1.044650078E1,1.674863815E1,4.246116638E0
2.147493599E0,1.045128918E1,1.680609894E1,4.265270233E0
2.149495474E0,1.041298199E1,1.687792397E1,4.298789024E0
2.151497349E0,1.035073280E1,1.700242424E1,4.289212227E0
2.153499224E0,1.028848362E1,1.711255646E1,4.231751442E0
2.155501099E0,1.023102283E1,1.716522980E1,4.126406670E0
2.157502974E0,1.024059963E1,1.717959404E1,3.939658880E0
2.159504849E0,1.024538803E1,1.716522980E1,3.757699490E0
2.161506724E0,1.025496483E1,1.708861542E1,3.575740337E0
2.163508599E0,1.025496483E1,1.699284744E1,3.374627352E0
2.165510474E0,1.018313885E1,1.690186691E1,3.230975151E0
2.167512349E0,1.007300472E1,1.683482933E1,3.187879562E0
2.169514224E0,9.948506355E0,1.676779175E1,3.187879562E0
2.171516099E0,9.780912399E0,1.676779175E1,3.254917145E0
2.173517974E0,9.598953247E0,1.682046318E1,3.422511339E0
2.175519849E0,9.412205696E0,1.688750076E1,3.681085110E0
2.177521724E0,9.249400139E0,1.696890450E1,3.977966070E0
2.179523599E0,9.048286438E0,1.705030823E1,4.284423828E0
2.181525474E0,8.842385292E0,1.704073143E1,4.466383457E0
2.183527349E0,8.670002937E0,1.666723442E1,4.145560265E0
2.185529224E0,8.401852608E0,1.686834717E1,4.231751442E0
2.187531099E0,7.822455406E0,1.731366920E1,4.744110584E0
2.189532974E0,7.137713909E0,1.789306641E1,5.179855347E0
2.191534849E0,6.323685169E0,1.864484596E1,5.606023312E0
2.193536724E0,5.514444828E0,1.985152245E1,6.051344872E0
2.195538599E0,7.199963093E0,2.544437790E1,6.779181957E0
2.197540474E0,1.170585060E1,3.657262802E1,8.344989777E0
2.199542349E0,1.604893303E1,4.538328934E1,9.853337288E0
2.201544224E0,1.386542034E1,4.077205658E1,8.038532257E0
2.203546099E0,1.161965942E1,3.279936600E1,7.238868713E0
2.205547974E0,1.336742687E1,2.962465477E1,9.159018517E0
2.207549849E0,1.595316410E1,2.847064972E1,1.116057110E1
2.209551724E0,1.828990555E1,2.767577362E1,1.216134739E1
2.211553599E0,2.013344002E1,2.729749107E1,1.211825180E1
2.213555474E0,2.086127853E1,2.623446465E1,1.163941193E1
2.215557349E0,2.087085533E1,2.471175194E1,1.078228760E1
2.217559224E0,2.059791565E1,2.334705734E1,1.037527275E1
2.219561099E0,1.993232727E1,2.198236275E1,1.044709873E1
2.221562974E0,1.923322105E1,2.078526115E1,1.032260036E1
2.223564849E0,1.856284523E1,1.986588860E1,1.015500641E1
2.225566724E0,1.789246750E1,1.906143761E1,9.953893661E0
2.227568599E0,1.737532043E1,1.832402229E1,9.513360023E0
2.229570474E0,1.661396408E1,1.719396019E1,9.063250542E0
2.231572349E0,1.582866573E1,1.603516579E1,8.684967041E0
2.233574224E0,1.507688618E1,1.536957741E1,8.158242226E0
2.235576099E0,1.423412800E1,1.505354309E1,7.569268703E0
2.237577974E0,1.318546772E1,1.478539276E1,7.009025574E0
2.239579849E0,1.204582691E1,1.459864521E1,6.640318394E0
2.241581724E0,1.097801304E1,1.456033802E1,6.242880821E0
2.243583599E0,9.991601944E0,1.458428001E1,5.859808445E0
2.245585474E0,9.048286438E0,1.468004799E1,5.491101742E0
2.247587349E0,8.239047050E0,1.476145077E1,5.208585739E0
2.249589224E0,7.583035469E0,1.480454636E1,4.930858612E0
2.251591099E0,6.989273548E0,1.481412315E1,4.681861401E0
2.253592974E0,6.524798393E0,1.475187397E1,4.499902248E0
2.255594849E0,6.103418827E0,1.467525959E1,4.337096214E0
2.257596724E0,5.720346451E0,1.464174080E1,4.212597847E0
2.259598599E0,5.375581264E0,1.461779881E1,4.121618271E0
2.261600474E0,5.035604954E0,1.465610600E1,4.097676277E0
2.263602349E0,4.733935356E0,1.473750877E1,4.107253075E0
2.265604224E0,4.480149746E0,1.490510273E1,4.193444252E0
2.267606099E0,4.245518208E0,1.511100388E1,4.274847031E0
2.269607974E0,4.121019840E0,1.537436581E1,4.327519417E0
2.271609849E0,4.039616585E0,1.564251709E1,4.394556999E0
2.273611724E0,4.068347454E0,1.592982101E1,4.475960255E0
2.275613599E0,4.178480625E0,1.620276070E1,4.533421040E0
2.277615474E0,4.398746967E0,1.644218063E1,4.576516628E0
2.279617349E0,4.657320976E0,1.665765762E1,4.595670223E0
2.281619224E0,4.935048103E0,1.684440613E1,4.610035419E0
2.283621099E0,5.308543682E0,1.696411705E1,4.590881824E0
2.285622974E0,5.634155273E0,1.706946182E1,4.605247021E0
2.287624849E0,6.002861977E0,1.717480659E1,4.566939831E0
2.289626724E0,6.347627163E0,1.728015137E1,4.547786236E0
2.291628599E0,6.678027153E0,1.740943718E1,4.480748653E0
2.293630474E0,7.032369137E0,1.753872490E1,4.447229862E0
2.295632349E0,7.338826656E0,1.768237686E1,4.418499470E0
2.297634224E0,7.630919456E0,1.783560562E1,4.361038208E0
2.299636099E0,7.903858185E0,1.796489334E1,4.327519417E0
2.301637974E0,8.143278122E0,1.807502556E1,4.303577423E0
2.303639849E0,8.387487411E0,1.815642929E1,4.294000626E0
2.305641724E0,8.626907349E0,1.819473648E1,4.279635429E0
2.307643599E0,8.890269279E0,1.821389008E1,4.265270233E0
2.309645474E0,9.167996407E0,1.818515968E1,4.284423828E0
2.311647349E0,9.474454880E0,1.815163994E1,4.289212227E0
2.313649224E0,9.756970406E0,1.807023811E1,4.370615005E0
2.315651099E0,1.003469753E1,1.800320053E1,4.442441463E0
2.317652974E0,1.030284882E1,1.789785576E1,4.533421040E0
2.319654849E0,1.056142235E1,1.779729843E1,4.648342609E0
2.321656724E0,1.080084229E1,1.768716431E1,4.758475780E0
2.323658599E0,1.104505062E1,1.756745529E1,4.906916618E0
2.325660474E0,1.126052952E1,1.742859077E1,5.045780182E0
2.327662349E0,1.146643066E1,1.728015137E1,5.189432144E0
2.329664224E0,1.167712021E1,1.712692261E1,5.328295708E0
2.331666099E0,1.190217495E1,1.699284744E1,5.457582951E0
2.333667974E0,1.209849930E1,1.682046318E1,5.606023312E0
2.335669849E0,1.232355499E1,1.667202377E1,5.735310078E0
2.337671724E0,1.249593735E1,1.652837181E1,5.902904510E0
2.339673599E0,1.269226170E1,1.637993050E1,6.027402878E0
2.341675474E0,1.285027885E1,1.626022148E1,6.175843239E0
2.343677349E0,1.295083523E1,1.611178017E1,6.285976410E0
2.345679224E0,1.303702641E1,1.595855141E1,6.424840450E0
2.347681099E0,1.310885239E1,1.581968784E1,6.487089634E0
2.349682974E0,1.314237213E1,1.562336349E1,6.597222805E0
2.351684849E0,1.313758373E1,1.545098114E1,6.669048786E0
2.353686724E0,1.310406399E1,1.524986744E1,6.702567577E0
2.355688599E0,1.303702641E1,1.502002430E1,6.755239964E0
2.357690474E0,1.296520042E1,1.481891155E1,6.807912350E0
2.359692349E0,1.282154846E1,1.462737560E1,6.812700748E0
2.361694224E0,1.270662689E1,1.440710831E1,6.831854343E0
2.363696099E0,1.251987934E1,1.419163036E1,6.783970356E0
2.365697974E0,1.234749699E1,1.396657562E1,6.731297970E0
2.367699849E0,1.217032623E1,1.372715569E1,6.640318394E0
2.369701724E0,1.196921253E1,1.348294640E1,6.597222805E0
2.371703599E0,1.173936939E1,1.325310326E1,6.487089634E0
2.373705474E0,1.151431465E1,1.299452972E1,6.391321659E0
2.375707349E0,1.127489471E1,1.274074459E1,6.276399612E0
2.377709224E0,1.103068542E1,1.248695850E1,6.175843239E0
2.379711099E0,1.077690029E1,1.222359657E1,6.065710068E0
2.381712974E0,1.051832676E1,1.197938824E1,5.936423302E0
2.383714849E0,1.026454163E1,1.171123791E1,5.835866451E0
2.385716724E0,1.001075554E1,1.149097061E1,5.706579685E0
2.387718599E0,9.771335602E0,1.125633907E1,5.601234913E0
2.389720474E0,9.488820076E0,1.101213074E1,5.457582951E0
2.391722349E0,9.249400139E0,1.077749920E1,5.304353714E0
2.393724224E0,8.957306862E0,1.054286766E1,5.155913353E0
2.395726099E0,8.665214539E0,1.031302357E1,4.993107796E0
2.397727974E0,8.387487411E0,1.007360363E1,4.844666958E0
2.399729849E0,8.128912926E0,9.824606895E0,4.657919407E0
2.401731724E0,7.832032204E0,9.551667213E0,4.471171856E0
2.403733599E0,7.520786285E0,9.307458878E0,4.303577423E0
2.405735474E0,7.243058681E0,9.058462143E0,4.131195068E0
2.407737349E0,6.936600685E0,8.828619003E0,3.977966070E0
2.409739224E0,6.644508362E0,8.584410667E0,3.824737310E0
2.411741099E0,6.314108372E0,8.349778175E0,3.652354717E0
2.413742974E0,5.993285179E0,8.105569839E0,3.523067713E0
2.415744849E0,5.691616058E0,7.909245491E0,3.408146143E0
2.417746724E0,5.351639271E0,7.684190273E0,3.264493942E0
2.419748599E0,4.978143692E0,7.492654324E0,3.183091164E0
2.421750474E0,4.633378983E0,7.301117897E0,3.058592558E0
2.423752349E0,4.293402195E0,7.085639954E0,2.972401381E0
2.425754224E0,3.943848848E0,6.894104004E0,2.876633406E0
2.427756099E0,3.599083662E0,6.726509571E0,2.800018787E0
2.429757974E0,3.287837505E0,6.554127216E0,2.728192806E0
2.431759849E0,2.981379747E0,6.367379189E0,2.594117641E0
2.433761724E0,2.732382774E0,6.214150429E0,2.507926226E0
2.435763599E0,2.469020605E0,6.046556473E0,2.397793055E0
2.437765474E0,2.243965626E0,5.898116112E0,2.316390038E0
2.439767349E0,2.066794634E0,5.744886875E0,2.187103271E0
2.441769224E0,1.889623642E0,5.582081318E0,2.086546898E0
2.443771099E0,1.760336757E0,5.428852558E0,2.005143881E0
2.445772974E0,1.650203466E0,5.285200119E0,1.899798989E0
2.447774849E0,1.549647093E0,5.127182961E0,1.823184609E0
2.449776724E0,1.453878999E0,4.964377403E0,1.741781712E0
2.451778599E0,1.377264500E0,4.811148167E0,1.684320927E0
2.453780474E0,1.305438519E0,4.657919407E0,1.622071624E0
2.455782349E0,1.271919608E0,4.519055843E0,1.550245643E0
2.457784224E0,1.247977614E0,4.356249809E0,1.535880446E0
2.459786099E0,1.243189216E0,4.270058632E0,1.478419542E0
2.461787974E0,1.233612418E0,4.145560265E0,1.440112352E0
2.463789849E0,1.243189216E0,4.068945885E0,1.397016644E0
2.465791724E0,1.267131209E0,3.982754469E0,1.334767461E0
2.467793599E0,1.310226917E0,3.939658880E0,1.277306557E0
2.469795474E0,1.362899303E0,3.877409697E0,1.253364563E0
2.471797349E0,1.391629696E0,3.877409697E0,1.224634171E0
2.473799224E0,1.444302201E0,3.858256102E0,1.162384868E0
2.475801099E0,1.511339784E0,3.858256102E0,1.095347285E0
2.477802974E0,1.611896276E0,3.867832899E0,1.052251697E0
2.479804849E0,1.669357181E0,3.867832899E0,9.708487988E-1
2.481806724E0,1.769913554E0,3.858256102E0,9.133879542E-1
2.483808599E0,1.865681648E0,3.848679304E0,8.319851160E-1
2.485810474E0,1.985391736E0,3.853467703E0,7.649474144E-1
2.487812349E0,2.085948229E0,3.853467703E0,7.266402245E-1
2.489814224E0,2.210446835E0,3.815160513E0,6.452373862E-1
2.491816099E0,2.306214809E0,3.810372114E0,6.117185354E-1
2.493817974E0,2.368463993E0,3.781641483E0,5.303156972E-1
2.495819849E0,2.425924778E0,3.743334293E0,5.015852451E-1
2.497821724E0,2.473809004E0,3.690661907E0,4.584896266E-1
2.499823599E0,2.512116194E0,3.647566319E0,4.106055796E-1
2.501825474E0,2.526481390E0,3.609259129E0,3.579331636E-1
2.503827349E0,2.536058187E0,3.527856112E0,3.148375154E-1
2.505829224E0,2.507327795E0,3.499125719E0,2.669534981E-1
2.507831099E0,2.440289974E0,3.475183725E0,2.382230759E-1
2.509832974E0,2.339733601E0,3.446453333E0,2.813186944E-1
2.511834849E0,2.330156803E0,3.312378168E0,2.908954918E-1
2.513836724E0,2.296638012E0,3.187879562E0,2.573766708E-1
2.515838599E0,2.234388828E0,3.092111588E0,1.759738177E-1
2.517840474E0,2.148197412E0,3.005920172E0,1.568202078E-1
2.519842349E0,2.085948229E0,2.914940596E0,1.424549967E-1
2.521844224E0,1.990180135E0,2.823961020E0,1.616086215E-1
2.523846099E0,1.870470047E0,2.761711597E0,1.999158412E-1
2.525847974E0,1.750759959E0,2.670732021E0,2.238578647E-1
2.527849849E0,1.616684675E0,2.594117641E0,2.382230759E-1
2.529851724E0,1.463455796E0,2.541445017E0,3.196259141E-1
2.531853599E0,1.300650120E0,2.488772631E0,3.531447649E-1
2.533855474E0,1.137844324E0,2.421735048E0,3.962403834E-1
2.535857349E0,9.606734514E-1,2.349909067E0,4.249708056E-1
2.537859224E0,7.930793166E-1,2.316390038E0,4.728548229E-1
2.539861099E0,6.446388364E-1,2.278082848E0,5.015852451E-1
2.541862974E0,4.674678743E-1,2.239775658E0,5.494692922E-1
2.543864849E0,3.286041915E-1,2.215833664E0,5.877765417E-1
2.545866724E0,1.753752679E-1,2.187103271E0,6.404489279E-1
2.547868599E0,-2.094926499E-2,2.153584480E0,6.691793799E-1
2.549870474E0,-1.646013707E-1,2.124854088E0,7.362170219E-1
2.551872349E0,-3.513490856E-1,2.110488892E0,7.505822182E-1
